slot_template_to_building_superchain_junctions_tables	0
1122561476	wh2_main_special_golden_tower_of_the_gods_secondary_ritual	arkhan_vmp_balefire
1122561477	wh_main_special_tobaro_secondary	arkhan_vmp_balefire
1122561478	wh2_dlc14_special_fyrus_secondary	arkhan_vmp_balefire
1122561479	wh_main_special_massif_orca_secondary	arkhan_vmp_balefire
1122561480	wh_main_special_karak_kadrin_2_secondary	arkhan_vmp_balefire
1122561481	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary	arkhan_vmp_balefire
1122561482	wh2_main_special_pyramid_of_nagash_secondary_ritual	arkhan_vmp_balefire
1122561483	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary	arkhan_vmp_balefire
1122561484	wh_main_special_citadel_of_lead_secondary	arkhan_vmp_balefire
1122561485	wh_main_special_karak_azgal_secondary	arkhan_vmp_balefire
1122561486	wh2_main_special_iron_rock_secondary	arkhan_vmp_balefire
1122561487	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_balefire
1122561488	wh2_main_oreons_camp_secondary	arkhan_vmp_balefire
1122561489	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual	arkhan_vmp_balefire
1122561490	wh2_main_vor_sea_of_dread_tower_of_the_sun_secondary_ritual	arkhan_vmp_balefire
1122561491	wh_main_special_marienburg_secondary	arkhan_vmp_balefire
1122561492	wh2_main_special_def_vauls_anvil_secondary_ritual	arkhan_vmp_balefire
1122561493	wh2_main_special_galleons_graveyard_secondary	arkhan_vmp_balefire
1122561494	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual	arkhan_vmp_balefire
1122561495	wh2_dlc14_special_vor_land_of_the_dervishes_el-kalabad_secondary	arkhan_vmp_balefire
1122561496	wh_main_special_monolith_of_katam_secondary	arkhan_vmp_balefire
1122561497	wh2_main_special_star_tower_secondary	arkhan_vmp_balefire
1122561498	wh2_main_special_shrine_of_khaine_secondary_ritual	arkhan_vmp_balefire
1122561499	wh2_main_special_pyramid_of_nagash_secondary	arkhan_vmp_ushabti
1122561500	wh2_main_special_laurelorn_forest_secondary	arkhan_vmp_ushabti
1122561501	wh2_main_special_ghrond_secondary_ritual	arkhan_vmp_ushabti
1122561502	wh_main_special_bay_of_blades_secondary	arkhan_vmp_ushabti
1122561503	wh2_main_special_skeggi_secondary_major	arkhan_vmp_ushabti
1122561504	wh2_dlc09_special_ka_sabar_secondary	arkhan_vmp_ushabti
1122561505	wh2_main_special_karag_orrud_secondary	arkhan_vmp_ushabti
1122561506	wh_main_special_karak_azgal_secondary	arkhan_vmp_ushabti
1122561507	wh_main_special_erengrad_secondary	arkhan_vmp_ushabti
1122561508	wh2_main_special_galleons_graveyard_secondary	arkhan_vmp_ushabti
1122561509	wh2_dlc14_special_vor_land_of_the_dervishes_el-kalabad_secondary	arkhan_vmp_ushabti
1122561510	wh2_main_special_yuatek_secondary	arkhan_vmp_ushabti
1122561511	wh_main_human_minor_secondary	arkhan_vmp_ushabti
1122561512	wh2_main_human_minor_secondary_obsidian	arkhan_vmp_ushabti
1122561513	wh_main_human_major_secondary	arkhan_vmp_ushabti
1122561514	wh_main_norsca_minor_secondary_iron	arkhan_vmp_ushabti
1122561515	wh_main_norsca_major_secondary_marble	arkhan_vmp_ushabti
1122561516	wh_main_special_sjoktraken_secondary	arkhan_vmp_ushabti
1122561517	wh_main_norsca_major_secondary_obsidian	arkhan_vmp_ushabti
1122561518	wh2_main_special_gor_gazan_secondary	arkhan_vmp_ushabti
1122561519	wh2_main_human_minor_secondary_gems	arkhan_vmp_ushabti
1122561520	wh2_main_special_altar_of_ultimate_darkness_secondary	arkhan_vmp_ushabti
1122561521	wh_main_norsca_minor_secondary	arkhan_vmp_ushabti
1122561522	wh_main_norsca_major_secondary_iron	arkhan_vmp_ushabti
1122561523	wh_main_special_ubersreik_secondary	arkhan_vmp_ushabti
1122561524	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual	arkhan_vmp_ushabti
1122561525	wh_main_special_waterfall_palace_secondary	arkhan_vmp_ushabti
1122561526	wh2_main_human_minor_secondary_animals	arkhan_vmp_ushabti
1122561527	wh_main_special_citadel_of_lead_secondary	arkhan_vmp_ushabti
1122561528	wh_main_special_crag_halls_secondary	arkhan_vmp_ushabti
1122561529	wh2_main_human_major_secondary_animals	arkhan_vmp_ushabti
1122561530	wh2_main_special_hef_vauls_anvil_secondary	arkhan_vmp_ushabti
1122561531	wh2_main_special_marks_of_the_old_ones_secondary_ritual	arkhan_vmp_ushabti
1122561532	wh2_main_special_skeggi_secondary_minor	arkhan_vmp_ushabti
1122561533	wh_main_special_karak_azul_secondary	arkhan_vmp_ushabti
1122561534	wh2_main_human_major_secondary_medicine	arkhan_vmp_ushabti
1122561535	wh2_main_human_minor_secondary_medicine	arkhan_vmp_ushabti
1122561536	wh2_main_human_major_secondary_obsidian	arkhan_vmp_ushabti
1122561537	wh_main_norsca_minor_secondary_obsidian	arkhan_vmp_ushabti
1122561538	wh_main_special_pfeildorf_secondary	arkhan_vmp_ushabti
1122561539	wh2_main_human_minor_secondary_spices	arkhan_vmp_ushabti
1122561540	wh2_main_human_major_secondary_spices	arkhan_vmp_ushabti
1122561541	wh_main_human_major_secondary_furs	arkhan_vmp_ushabti
1122561542	wh_main_human_major_secondary_wine	arkhan_vmp_ushabti
1122561543	wh_main_special_karak_norn_secondary	arkhan_vmp_ushabti
1122561544	wh_main_human_major_secondary_timber	arkhan_vmp_ushabti
1122561545	wh_main_human_major_secondary_pastures	arkhan_vmp_ushabti
1122561546	wh_main_human_major_secondary_gold	arkhan_vmp_ushabti
1122561547	wh_main_human_major_secondary_salt	arkhan_vmp_ushabti
1122561548	wh_main_norsca_minor_secondary_marble	arkhan_vmp_ushabti
1122561549	wh_main_special_praag_secondary	arkhan_vmp_ushabti
1122561550	wh_main_human_major_secondary_dyes	arkhan_vmp_ushabti
1122561551	wh2_dlc17_mine_of_bearded_skulls_major_secondary	arkhan_vmp_ushabti
1122561552	wh_main_human_major_secondary_marble	arkhan_vmp_ushabti
1122561553	wh_main_human_major_secondary_pottery	arkhan_vmp_ushabti
1122561554	wh2_main_vor_the_red_rivers_sun-tree_glades_secondary_ritual	arkhan_vmp_ushabti
1122561555	wh_main_human_major_secondary_iron	arkhan_vmp_ushabti
1122561556	wh_main_human_minor_secondary_gold	arkhan_vmp_ushabti
1122561557	wh2_main_special_brass_keep_secondary	arkhan_vmp_ushabti
1122561558	wh_main_human_minor_secondary_iron	arkhan_vmp_ushabti
1122561559	wh_main_human_minor_secondary_marble	arkhan_vmp_ushabti
1122561560	wh2_main_special_lahmia_secondary	arkhan_vmp_ushabti
1122561561	wh_main_human_minor_secondary_wine	arkhan_vmp_ushabti
1122561562	wh_main_human_minor_secondary_timber	arkhan_vmp_ushabti
1122561563	wh2_main_special_the_awakening_secondary	arkhan_vmp_ushabti
1122561564	wh_main_special_tower_of_khrakk_secondary	arkhan_vmp_ushabti
1122561565	wh_main_human_minor_secondary_furs	arkhan_vmp_ushabti
1122561566	wh_main_human_minor_secondary_dyes	arkhan_vmp_ushabti
1122561567	wh_main_human_minor_secondary_pastures	arkhan_vmp_ushabti
1122561568	wh_main_human_minor_secondary_salt	arkhan_vmp_ushabti
1122561569	wh_main_human_minor_secondary_pottery	arkhan_vmp_ushabti
1122561570	wh2_dlc17_mine_of_bearded_skulls_minor_secondary	arkhan_vmp_ushabti
1122561571	wh2_dlc09_special_black_tower_of_arkhan_secondary	arkhan_vmp_ushabti
1122561572	wh2_main_human_minor_secondary_amber	arkhan_vmp_ushabti
1122561573	wh2_main_human_major_secondary_amber	arkhan_vmp_ushabti
1122561574	wh2_main_special_golden_colossus_secondary_ritual	arkhan_vmp_ushabti
1122561575	wh2_main_special_mirror_pool_of_tepok_secondary_ritual	arkhan_vmp_ushabti
1122561576	wh2_main_special_star_tower_secondary	arkhan_vmp_ushabti
1122561577	wh2_dlc16_forest_of_gloom_secondary	arkhan_vmp_ushabti
1122561578	wh_main_special_konquata_secondary	arkhan_vmp_ushabti
1122561579	wh2_main_special_glittering_tower_secondary	arkhan_vmp_ushabti
1122561580	wh2_main_special_hellpit_secondary	arkhan_vmp_ushabti
1122561581	wh_main_special_tobaro_secondary	arkhan_vmp_ushabti
1122561582	wh2_main_vor_copper_desert_the_dust_gate_minor_secondary_ritual	arkhan_vmp_ushabti
1122561583	wh2_dlc09_special_zandri_secondary	arkhan_vmp_ushabti
1122561584	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual	arkhan_vmp_ushabti
1122561585	wh2_main_special_tlaxtlan_secondary_ritual	arkhan_vmp_ushabti
1122561586	wh2_main_special_lothern_secondary	arkhan_vmp_ushabti
1122561587	wh2_main_special_tor_elyr_secondary	arkhan_vmp_ushabti
1122561588	wh2_main_special_pyramid_of_nagash_secondary_ritual	arkhan_vmp_ushabti
1122561589	wh2_main_special_golden_tower_of_the_gods_secondary	arkhan_vmp_ushabti
1122561590	wh2_main_vor_special_albion_secondary	arkhan_vmp_ushabti
1122561591	wh2_main_vor_sea_of_dread_tower_of_the_sun_secondary_ritual	arkhan_vmp_ushabti
1122561592	wh2_main_special_tor_anroc_secondary	arkhan_vmp_ushabti
1122561593	wh2_main_special_tor_anlec_secondary	arkhan_vmp_ushabti
1122561594	wh2_main_special_shrine_of_khaine_secondary	arkhan_vmp_ushabti
1122561595	wh2_main_special_hef_vauls_anvil_secondary_ritual	arkhan_vmp_ushabti
1122561596	wh2_main_special_shrine_of_asuryan_secondary	arkhan_vmp_ushabti
1122561597	wh2_main_special_tower_of_hoeth_secondary	arkhan_vmp_ushabti
1122561598	wh2_dlc09_special_quatar_secondary	arkhan_vmp_ushabti
1122561599	wh2_dlc16_gryphon_wood_secondary	arkhan_vmp_ushabti
1122561600	wh2_main_special_tor_yvresse_secondary	arkhan_vmp_ushabti
1122561601	wh2_main_vor_land_of_assassins_sorcerers_islands_secondary_ritual	arkhan_vmp_ushabti
1122561602	wh2_main_special_gaean_vale_secondary	arkhan_vmp_ushabti
1122561603	wh2_main_special_clarak_spire_secondary	arkhan_vmp_ushabti
1122561604	wh2_main_special_naggarond_secondary	arkhan_vmp_ushabti
1122561605	wh_main_special_zhufbar_secondary	arkhan_vmp_ushabti
1122561606	wh2_main_special_ghrond_secondary	arkhan_vmp_ushabti
1122561607	wh_main_special_yn_edryl_korian_secondary	arkhan_vmp_ushabti
1122561608	wh2_dlc16_witchwood_secondary	arkhan_vmp_ushabti
1122561609	wh2_main_special_karond_kar_secondary	arkhan_vmp_ushabti
1122561610	wh_main_special_karak_kadrin_2_secondary	arkhan_vmp_ushabti
1122561611	wh2_main_special_hag_graef_secondary	arkhan_vmp_ushabti
1122561612	wh2_main_special_quintex_secondary	arkhan_vmp_ushabti
1122561613	wh2_main_special_def_vauls_anvil_secondary	arkhan_vmp_ushabti
1122561614	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_ushabti
1122561615	wh2_main_special_clar_karond_secondary	arkhan_vmp_ushabti
1122561616	wh2_dlc14_special_gnoblar_country_pigbarter_secondary	arkhan_vmp_ushabti
1122561617	wh2_main_special_sartosa_secondary	arkhan_vmp_ushabti
1122561618	wh2_main_special_axlotl_secondary	arkhan_vmp_ushabti
1122561619	wh2_main_special_chamber_of_visions_secondary	arkhan_vmp_ushabti
1122561620	wh2_main_special_hexoatl_secondary	arkhan_vmp_ushabti
1122561621	wh2_main_special_tor_koruali_secondary	arkhan_vmp_ushabti
1122561622	wh_main_special_karak_hirn_secondary	arkhan_vmp_ushabti
1122561623	wh_main_norsca_major_secondary	arkhan_vmp_ushabti
1122561624	wh2_main_special_itza_secondary	arkhan_vmp_ushabti
1122561625	wh2_main_special_iron_rock_secondary	arkhan_vmp_ushabti
1122561626	wh2_main_special_oyxl_secondary	arkhan_vmp_ushabti
1122561627	wh2_main_oreons_camp_secondary	arkhan_vmp_ushabti
1122561628	wh_main_special_karag_dromar_secondary	arkhan_vmp_ushabti
1122561629	wh2_main_special_quetza_secondary	arkhan_vmp_ushabti
1122561630	wh2_main_special_tlaxtlan_secondary	arkhan_vmp_ushabti
1122561631	wh2_main_special_xlanhuapec_secondary	arkhan_vmp_ushabti
1122561632	wh2_main_special_ziggurat_of_dawn_secondary	arkhan_vmp_ushabti
1122561633	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary	arkhan_vmp_ushabti
1122561634	wh2_main_special_axlotl_minor_secondary	arkhan_vmp_ushabti
1122561635	wh2_main_special_oyxl_minor_secondary	arkhan_vmp_ushabti
1122561636	wh2_main_human_major_secondary_beer	arkhan_vmp_ushabti
1122561637	wh2_main_human_minor_secondary_beer	arkhan_vmp_ushabti
1122561638	wh_main_dwarf_orc_major_secondary_savage	arkhan_vmp_ushabti
1122561639	wh_main_dwarf_orc_minor_secondary_savage	arkhan_vmp_ushabti
1122561640	wh2_dlc15_special_mount_arachnos_secondary	arkhan_vmp_ushabti
1122561641	wh_main_special_altdorf_secondary	arkhan_vmp_ushabti
1122561642	wh_main_special_middenheim_secondary	arkhan_vmp_ushabti
1122561643	wh_main_special_nuln_secondary	arkhan_vmp_ushabti
1122561644	wh_main_special_black_crag_secondary	arkhan_vmp_ushabti
1122561645	wh_main_special_bordeleux_secondary	arkhan_vmp_ushabti
1122561646	wh_main_special_castle_drakenhof_secondary	arkhan_vmp_ushabti
1122561647	wh_main_special_couronne_secondary	arkhan_vmp_ushabti
1122561648	wh_main_special_eight_peaks_secondary	arkhan_vmp_ushabti
1122561649	wh_main_special_karak_kadrin_secondary	arkhan_vmp_ushabti
1122561650	wh_main_special_karaz_a_karak_secondary	arkhan_vmp_ushabti
1122561651	wh_main_special_kislev_secondary	arkhan_vmp_ushabti
1122561652	wh_main_special_magritta_secondary	arkhan_vmp_ushabti
1122561653	wh_main_special_miragliano_secondary	arkhan_vmp_ushabti
1122561654	wh_main_special_talabheim_secondary	arkhan_vmp_ushabti
1122561655	wh_main_special_mount_gunbad_secondary	arkhan_vmp_ushabti
1122561656	wh_main_special_carroburg_secondary	arkhan_vmp_ushabti
1122561657	wh2_main_special_har_ganeth_secondary	arkhan_vmp_ushabti
1122561658	wh2_main_human_major_secondary_gems	arkhan_vmp_ushabti
1122561659	wh2_main_special_skavenblight_secondary	arkhan_vmp_ushabti
1122561660	wh2_main_special_fortress_gate_secondary	arkhan_vmp_ushabti
1122561661	wh2_main_special_altar_of_ultimate_darkness_secondary_major	arkhan_vmp_ushabti
1122561662	wh2_dlc14_special_fyrus_secondary_spices	arkhan_vmp_ushabti
1122561663	wh2_dlc14_special_fyrus_secondary	arkhan_vmp_ushabti
1122561664	wh_main_special_massif_orca_secondary	arkhan_vmp_ushabti
1122561665	wh2_main_special_mousillon_secondary	arkhan_vmp_ushabti
1122561666	wh2_main_vor_special_karak_orrud_secondary	arkhan_vmp_ushabti
1122561667	wh2_main_special_shrine_of_sotek_secondary	arkhan_vmp_ushabti
1122561668	wh2_main_special_golden_tower_of_the_gods_secondary_ritual	arkhan_vmp_ushabti
1122561669	wh2_main_special_mordheim_secondary	arkhan_vmp_ushabti
1122561670	wh2_main_special_chamber_of_visions_secondary_ritual	arkhan_vmp_ushabti
1122561671	wh2_main_special_salzenmund_secondary	arkhan_vmp_ushabti
1122561672	wh2_dlc16_sacred_pools_secondary	arkhan_vmp_ushabti
1122561673	wh2_main_vor_albion_pack_ice_bay_secondary_ritual	arkhan_vmp_ushabti
1122561674	wh_main_special_marienburg_secondary	arkhan_vmp_ushabti
1122561675	wh2_main_special_tor_achare_secondary	arkhan_vmp_ushabti
1122561676	wh2_dlc10_special_gaean_vale_secondary	arkhan_vmp_ushabti
1122561677	wh_main_special_doomkeep_secondary	arkhan_vmp_ushabti
1122561678	wh2_main_special_the_moot_secondary	arkhan_vmp_ushabti
1122561679	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_ushabti
1122561680	wh2_main_special_karak_izor_secondary	arkhan_vmp_ushabti
1122561681	wh_main_special_vauls_anvil_secondary	arkhan_vmp_ushabti
1122561682	wh2_main_special_parravon_secondary	arkhan_vmp_ushabti
1122561683	wh_main_special_luccini_secondary	arkhan_vmp_ushabti
1122561684	wh2_main_special_tor_surpindar_secondary_ritual	arkhan_vmp_ushabti
1122561685	wh2_main_special_shrine_of_khaine_secondary_ritual	arkhan_vmp_ushabti
1122561686	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary	arkhan_vmp_ushabti
1122561687	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary	arkhan_vmp_ushabti
1122561688	wh2_dlc09_special_bhagar_secondary	arkhan_vmp_ushabti
1122561689	wh_main_special_karak_ungor_secondary	arkhan_vmp_ushabti
1122561690	wh2_dlc09_special_numas_secondary	arkhan_vmp_ushabti
1122561691	wh2_main_special_def_vauls_anvil_secondary_ritual	arkhan_vmp_ushabti
1122561692	wh2_main_special_altar_of_the_horned_rat_secondary_ritual	arkhan_vmp_ushabti
1122561693	wh2_main_special_khemri_secondary	arkhan_vmp_ushabti
1122561694	wh2_main_special_fallen_gates_secondary	arkhan_vmp_ushabti
1122561695	wh2_main_special_kraka_drak_secondary	arkhan_vmp_ushabti
1122561696	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary	arkhan_vmp_ushabti
1122561697	wh2_main_special_karak_zorn_secondary	arkhan_vmp_ushabti
1122561698	wh2_main_vor_the_great_desert_bel_aliad_secondary_gold_ritual	arkhan_vmp_ushabti
1122561699	wh2_main_special_castle_drachenfels_secondary	arkhan_vmp_ushabti
1122561700	wh2_dlc15_special_grom_peak_secondary	arkhan_vmp_ushabti
1122561701	wh2_dlc15_special_morgheim_secondary	arkhan_vmp_ushabti
1122561702	wh_main_special_carcassonne_secondary	arkhan_vmp_ushabti
1122561703	wh_main_special_monolith_of_katam_secondary	arkhan_vmp_ushabti
1122561704	wh2_main_special_zoishenk_secondary	arkhan_vmp_ushabti
1122561705	wh2_main_special_caverns_of_sotek_secondary_ritual	arkhan_vmp_ushabti
1122561706	wh_dlc15_special_plain_of_bones_darkhold_secondary	arkhan_vmp_ushabti
1122561707	wh2_main_special_galbaraz_secondary	arkhan_vmp_ushabti
